ἐπάλληλος	επαλληλος	1 Clement.1.1	Διὰ τὰς αἰφνιδίους καὶ ἐπαλλήλους γενομένας ἡμῖν συμφορὰς καὶ περιπτώσεις, βράδιον νομίζομεν ἐπιστροφὴν πεποιῆσθαι περὶ τῶν ἐπιζητουμένων παρ’ ὑμῖν πραγμάτων, ἀγαπητοί, τῆς τε ἀλλοτρίας καὶ ξένης τοῖς ἐκλεκτοῖς τοῦ θεοῦ, μιαρᾶς καὶ ἀνοσίου στάσεως ἣν ὀλίγα πρόσωπα προπετῆ καὶ αὐθάδη ὑπάρχοντα εἰς τοσοῦτον ἀπονοίας ἐξέκαυσαν, ὥστε τὸ σεμνὸν καὶ περιβόητον καὶ πᾶσιν ἀνθρώποις ἀξιαγάπητον ὄνομα ὑμῶν μεγάλως βλασφημηθῆναι.	ADJ	41
γίγνομαι	γιγνομαι	1 Clement.1.1	Διὰ τὰς αἰφνιδίους καὶ ἐπαλλήλους γενομένας ἡμῖν συμφορὰς καὶ περιπτώσεις, βράδιον νομίζομεν ἐπιστροφὴν πεποιῆσθαι περὶ τῶν ἐπιζητουμένων παρ’ ὑμῖν πραγμάτων, ἀγαπητοί, τῆς τε ἀλλοτρίας καὶ ξένης τοῖς ἐκλεκτοῖς τοῦ θεοῦ, μιαρᾶς καὶ ἀνοσίου στάσεως ἣν ὀλίγα πρόσωπα προπετῆ καὶ αὐθάδη ὑπάρχοντα εἰς τοσοῦτον ἀπονοίας ἐξέκαυσαν, ὥστε τὸ σεμνὸν καὶ περιβόητον καὶ πᾶσιν ἀνθρώποις ἀξιαγάπητον ὄνομα ὑμῶν μεγάλως βλασφημηθῆναι.	VERB	42
συμφορά	συμφορα	1 Clement.1.1	Διὰ τὰς αἰφνιδίους καὶ ἐπαλλήλους γενομένας ἡμῖν συμφορὰς καὶ περιπτώσεις, βράδιον νομίζομεν ἐπιστροφὴν πεποιῆσθαι περὶ τῶν ἐπιζητουμένων παρ’ ὑμῖν πραγμάτων, ἀγαπητοί, τῆς τε ἀλλοτρίας καὶ ξένης τοῖς ἐκλεκτοῖς τοῦ θεοῦ, μιαρᾶς καὶ ἀνοσίου στάσεως ἣν ὀλίγα πρόσωπα προπετῆ καὶ αὐθάδη ὑπάρχοντα εἰς τοσοῦτον ἀπονοίας ἐξέκαυσαν, ὥστε τὸ σεμνὸν καὶ περιβόητον καὶ πᾶσιν ἀνθρώποις ἀξιαγάπητον ὄνομα ὑμῶν μεγάλως βλασφημηθῆναι.	NOUN	44
περίπτωσις	περιπτωσις	1 Clement.1.1	Διὰ τὰς αἰφνιδίους καὶ ἐπαλλήλους γενομένας ἡμῖν συμφορὰς καὶ περιπτώσεις, βράδιον νομίζομεν ἐπιστροφὴν πεποιῆσθαι περὶ τῶν ἐπιζητουμένων παρ’ ὑμῖν πραγμάτων, ἀγαπητοί, τῆς τε ἀλλοτρίας καὶ ξένης τοῖς ἐκλεκτοῖς τοῦ θεοῦ, μιαρᾶς καὶ ἀνοσίου στάσεως ἣν ὀλίγα πρόσωπα προπετῆ καὶ αὐθάδη ὑπάρχοντα εἰς τοσοῦτον ἀπονοίας ἐξέκαυσαν, ὥστε τὸ σεμνὸν καὶ περιβόητον καὶ πᾶσιν ἀνθρώποις ἀξιαγάπητον ὄνομα ὑμῶν μεγάλως βλασφημηθῆναι.	NOUN	46
βραδύς	βραδυς	1 Clement.1.1	Διὰ τὰς αἰφνιδίους καὶ ἐπαλλήλους γενομένας ἡμῖν συμφορὰς καὶ περιπτώσεις, βράδιον νομίζομεν ἐπιστροφὴν πεποιῆσθαι περὶ τῶν ἐπιζητουμένων παρ’ ὑμῖν πραγμάτων, ἀγαπητοί, τῆς τε ἀλλοτρίας καὶ ξένης τοῖς ἐκλεκτοῖς τοῦ θεοῦ, μιαρᾶς καὶ ἀνοσίου στάσεως ἣν ὀλίγα πρόσωπα προπετῆ καὶ αὐθάδη ὑπάρχοντα εἰς τοσοῦτον ἀπονοίας ἐξέκαυσαν, ὥστε τὸ σεμνὸν καὶ περιβόητον καὶ πᾶσιν ἀνθρώποις ἀξιαγάπητον ὄνομα ὑμῶν μεγάλως βλασφημηθῆναι.	ADJ	47
νομίζω	νομιζω	1 Clement.1.1	Διὰ τὰς αἰφνιδίους καὶ ἐπαλλήλους γενομένας ἡμῖν συμφορὰς καὶ περιπτώσεις, βράδιον νομίζομεν ἐπιστροφὴν πεποιῆσθαι περὶ τῶν ἐπιζητουμένων παρ’ ὑμῖν πραγμάτων, ἀγαπητοί, τῆς τε ἀλλοτρίας καὶ ξένης τοῖς ἐκλεκτοῖς τοῦ θεοῦ, μιαρᾶς καὶ ἀνοσίου στάσεως ἣν ὀλίγα πρόσωπα προπετῆ καὶ αὐθάδη ὑπάρχοντα εἰς τοσοῦτον ἀπονοίας ἐξέκαυσαν, ὥστε τὸ σεμνὸν καὶ περιβόητον καὶ πᾶσιν ἀνθρώποις ἀξιαγάπητον ὄνομα ὑμῶν μεγάλως βλασφημηθῆναι.	VERB	48
ἐπιστροφή	επιστροφη	1 Clement.1.1	Διὰ τὰς αἰφνιδίους καὶ ἐπαλλήλους γενομένας ἡμῖν συμφορὰς καὶ περιπτώσεις, βράδιον νομίζομεν ἐπιστροφὴν πεποιῆσθαι περὶ τῶν ἐπιζητουμένων παρ’ ὑμῖν πραγμάτων, ἀγαπητοί, τῆς τε ἀλλοτρίας καὶ ξένης τοῖς ἐκλεκτοῖς τοῦ θεοῦ, μιαρᾶς καὶ ἀνοσίου στάσεως ἣν ὀλίγα πρόσωπα προπετῆ καὶ αὐθάδη ὑπάρχοντα εἰς τοσοῦτον ἀπονοίας ἐξέκαυσαν, ὥστε τὸ σεμνὸν καὶ περιβόητον καὶ πᾶσιν ἀνθρώποις ἀξιαγάπητον ὄνομα ὑμῶν μεγάλως βλασφημηθῆναι.	NOUN	49
ποιέω	ποιεω	1 Clement.1.1	Διὰ τὰς αἰφνιδίους καὶ ἐπαλλήλους γενομένας ἡμῖν συμφορὰς καὶ περιπτώσεις, βράδιον νομίζομεν ἐπιστροφὴν πεποιῆσθαι περὶ τῶν ἐπιζητουμένων παρ’ ὑμῖν πραγμάτων, ἀγαπητοί, τῆς τε ἀλλοτρίας καὶ ξένης τοῖς ἐκλεκτοῖς τοῦ θεοῦ, μιαρᾶς καὶ ἀνοσίου στάσεως ἣν ὀλίγα πρόσωπα προπετῆ καὶ αὐθάδη ὑπάρχοντα εἰς τοσοῦτον ἀπονοίας ἐξέκαυσαν, ὥστε τὸ σεμνὸν καὶ περιβόητον καὶ πᾶσιν ἀνθρώποις ἀξιαγάπητον ὄνομα ὑμῶν μεγάλως βλασφημηθῆναι.	VERB	50
περί	περι	1 Clement.1.1	Διὰ τὰς αἰφνιδίους καὶ ἐπαλλήλους γενομένας ἡμῖν συμφορὰς καὶ περιπτώσεις, βράδιον νομίζομεν ἐπιστροφὴν πεποιῆσθαι περὶ τῶν ἐπιζητουμένων παρ’ ὑμῖν πραγμάτων, ἀγαπητοί, τῆς τε ἀλλοτρίας καὶ ξένης τοῖς ἐκλεκτοῖς τοῦ θεοῦ, μιαρᾶς καὶ ἀνοσίου στάσεως ἣν ὀλίγα πρόσωπα προπετῆ καὶ αὐθάδη ὑπάρχοντα εἰς τοσοῦτον ἀπονοίας ἐξέκαυσαν, ὥστε τὸ σεμνὸν καὶ περιβόητον καὶ πᾶσιν ἀνθρώποις ἀξιαγάπητον ὄνομα ὑμῶν μεγάλως βλασφημηθῆναι.	ADP	51
ἐπιζητέω	επιζητεω	1 Clement.1.1	Διὰ τὰς αἰφνιδίους καὶ ἐπαλλήλους γενομένας ἡμῖν συμφορὰς καὶ περιπτώσεις, βράδιον νομίζομεν ἐπιστροφὴν πεποιῆσθαι περὶ τῶν ἐπιζητουμένων παρ’ ὑμῖν πραγμάτων, ἀγαπητοί, τῆς τε ἀλλοτρίας καὶ ξένης τοῖς ἐκλεκτοῖς τοῦ θεοῦ, μιαρᾶς καὶ ἀνοσίου στάσεως ἣν ὀλίγα πρόσωπα προπετῆ καὶ αὐθάδη ὑπάρχοντα εἰς τοσοῦτον ἀπονοίας ἐξέκαυσαν, ὥστε τὸ σεμνὸν καὶ περιβόητον καὶ πᾶσιν ἀνθρώποις ἀξιαγάπητον ὄνομα ὑμῶν μεγάλως βλασφημηθῆναι.	VERB	53
παρά	παρα	1 Clement.1.1	Διὰ τὰς αἰφνιδίους καὶ ἐπαλλήλους γενομένας ἡμῖν συμφορὰς καὶ περιπτώσεις, βράδιον νομίζομεν ἐπιστροφὴν πεποιῆσθαι περὶ τῶν ἐπιζητουμένων παρ’ ὑμῖν πραγμάτων, ἀγαπητοί, τῆς τε ἀλλοτρίας καὶ ξένης τοῖς ἐκλεκτοῖς τοῦ θεοῦ, μιαρᾶς καὶ ἀνοσίου στάσεως ἣν ὀλίγα πρόσωπα προπετῆ καὶ αὐθάδη ὑπάρχοντα εἰς τοσοῦτον ἀπονοίας ἐξέκαυσαν, ὥστε τὸ σεμνὸν καὶ περιβόητον καὶ πᾶσιν ἀνθρώποις ἀξιαγάπητον ὄνομα ὑμῶν μεγάλως βλασφημηθῆναι.	ADP	54
πρᾶγμα	πραγμα	1 Clement.1.1	Διὰ τὰς αἰφνιδίους καὶ ἐπαλλήλους γενομένας ἡμῖν συμφορὰς καὶ περιπτώσεις, βράδιον νομίζομεν ἐπιστροφὴν πεποιῆσθαι περὶ τῶν ἐπιζητουμένων παρ’ ὑμῖν πραγμάτων, ἀγαπητοί, τῆς τε ἀλλοτρίας καὶ ξένης τοῖς ἐκλεκτοῖς τοῦ θεοῦ, μιαρᾶς καὶ ἀνοσίου στάσεως ἣν ὀλίγα πρόσωπα προπετῆ καὶ αὐθάδη ὑπάρχοντα εἰς τοσοῦτον ἀπονοίας ἐξέκαυσαν, ὥστε τὸ σεμνὸν καὶ περιβόητον καὶ πᾶσιν ἀνθρώποις ἀξιαγάπητον ὄνομα ὑμῶν μεγάλως βλασφημηθῆναι.	NOUN	56
ἀγαπητός	αγαπητος	1 Clement.1.1	Διὰ τὰς αἰφνιδίους καὶ ἐπαλλήλους γενομένας ἡμῖν συμφορὰς καὶ περιπτώσεις, βράδιον νομίζομεν ἐπιστροφὴν πεποιῆσθαι περὶ τῶν ἐπιζητουμένων παρ’ ὑμῖν πραγμάτων, ἀγαπητοί, τῆς τε ἀλλοτρίας καὶ ξένης τοῖς ἐκλεκτοῖς τοῦ θεοῦ, μιαρᾶς καὶ ἀνοσίου στάσεως ἣν ὀλίγα πρόσωπα προπετῆ καὶ αὐθάδη ὑπάρχοντα εἰς τοσοῦτον ἀπονοίας ἐξέκαυσαν, ὥστε τὸ σεμνὸν καὶ περιβόητον καὶ πᾶσιν ἀνθρώποις ἀξιαγάπητον ὄνομα ὑμῶν μεγάλως βλασφημηθῆναι.	ADJ	57
τε	τε	1 Clement.1.1	Διὰ τὰς αἰφνιδίους καὶ ἐπαλλήλους γενομένας ἡμῖν συμφορὰς καὶ περιπτώσεις, βράδιον νομίζομεν ἐπιστροφὴν πεποιῆσθαι περὶ τῶν ἐπιζητουμένων παρ’ ὑμῖν πραγμάτων, ἀγαπητοί, τῆς τε ἀλλοτρίας καὶ ξένης τοῖς ἐκλεκτοῖς τοῦ θεοῦ, μιαρᾶς καὶ ἀνοσίου στάσεως ἣν ὀλίγα πρόσωπα προπετῆ καὶ αὐθάδη ὑπάρχοντα εἰς τοσοῦτον ἀπονοίας ἐξέκαυσαν, ὥστε τὸ σεμνὸν καὶ περιβόητον καὶ πᾶσιν ἀνθρώποις ἀξιαγάπητον ὄνομα ὑμῶν μεγάλως βλασφημηθῆναι.	ADV	59
ἀλλότριος	αλλοτριος	1 Clement.1.1	Διὰ τὰς αἰφνιδίους καὶ ἐπαλλήλους γενομένας ἡμῖν συμφορὰς καὶ περιπτώσεις, βράδιον νομίζομεν ἐπιστροφὴν πεποιῆσθαι περὶ τῶν ἐπιζητουμένων παρ’ ὑμῖν πραγμάτων, ἀγαπητοί, τῆς τε ἀλλοτρίας καὶ ξένης τοῖς ἐκλεκτοῖς τοῦ θεοῦ, μιαρᾶς καὶ ἀνοσίου στάσεως ἣν ὀλίγα πρόσωπα προπετῆ καὶ αὐθάδη ὑπάρχοντα εἰς τοσοῦτον ἀπονοίας ἐξέκαυσαν, ὥστε τὸ σεμνὸν καὶ περιβόητον καὶ πᾶσιν ἀνθρώποις ἀξιαγάπητον ὄνομα ὑμῶν μεγάλως βλασφημηθῆναι.	ADJ	60
ξένος	ξενος	1 Clement.1.1	Διὰ τὰς αἰφνιδίους καὶ ἐπαλλήλους γενομένας ἡμῖν συμφορὰς καὶ περιπτώσεις, βράδιον νομίζομεν ἐπιστροφὴν πεποιῆσθαι περὶ τῶν ἐπιζητουμένων παρ’ ὑμῖν πραγμάτων, ἀγαπητοί, τῆς τε ἀλλοτρίας καὶ ξένης τοῖς ἐκλεκτοῖς τοῦ θεοῦ, μιαρᾶς καὶ ἀνοσίου στάσεως ἣν ὀλίγα πρόσωπα προπετῆ καὶ αὐθάδη ὑπάρχοντα εἰς τοσοῦτον ἀπονοίας ἐξέκαυσαν, ὥστε τὸ σεμνὸν καὶ περιβόητον καὶ πᾶσιν ἀνθρώποις ἀξιαγάπητον ὄνομα ὑμῶν μεγάλως βλασφημηθῆναι.	ADJ	62
ἐκλεκτός	εκλεκτος	1 Clement.1.1	Διὰ τὰς αἰφνιδίους καὶ ἐπαλλήλους γενομένας ἡμῖν συμφορὰς καὶ περιπτώσεις, βράδιον νομίζομεν ἐπιστροφὴν πεποιῆσθαι περὶ τῶν ἐπιζητουμένων παρ’ ὑμῖν πραγμάτων, ἀγαπητοί, τῆς τε ἀλλοτρίας καὶ ξένης τοῖς ἐκλεκτοῖς τοῦ θεοῦ, μιαρᾶς καὶ ἀνοσίου στάσεως ἣν ὀλίγα πρόσωπα προπετῆ καὶ αὐθάδη ὑπάρχοντα εἰς τοσοῦτον ἀπονοίας ἐξέκαυσαν, ὥστε τὸ σεμνὸν καὶ περιβόητον καὶ πᾶσιν ἀνθρώποις ἀξιαγάπητον ὄνομα ὑμῶν μεγάλως βλασφημηθῆναι.	ADJ	64
